Date,City,PM25,O3,NO2,SO2,CO
2018-01-17,Toronto- West ,60,18,21, ,2
2018-01-18,Toronto- West ,56,12,19, ,2
2018-01-19,Toronto- West ,59,22,20,2,2
2018-01-20,Toronto- West ,62,20,19,2,2
2018-01-21,Toronto- West ,53,13,23,3,3
2018-01-22,Toronto- West ,87,15,14, ,2
2018-01-23,Toronto- West ,49,21,17, ,2
2018-01-24,Toronto- West ,26,23,11, ,1
2018-01-25,Toronto- West ,15,17,21,4,2
2018-01-26,Toronto- West ,27,18,18,1,2
2018-01-27,Toronto- West ,48,23,13,3,2
2018-01-28,Toronto- West ,41,15,17,1,2
2018-01-29,Toronto- West ,31,14,18, ,2
2018-01-30,Toronto- West ,21,20,14, ,1
2018-01-31,Toronto- West ,21,22,21,2,2
2018-02-01,Toronto- West ,31,17,18,1,2
2018-02-02,Toronto- West ,40,20,14, ,1
2018-02-03,Toronto- West ,13,20,10, ,1
2018-02-04,Toronto- West ,40,26,10,1,1
2018-02-05,Toronto- West ,31,22,16, ,1
2018-02-06,Toronto- West ,28,18,24, ,2
2018-02-07,Toronto- West ,49,16,35, ,3
2018-02-08,Toronto- West ,50,22,36, ,3
2018-02-09,Toronto- West ,50,21,28,1,3
2018-02-10,Toronto- West ,70,19,20, ,3
2018-02-11,Toronto- West ,53,28,19, ,2
2018-02-12,Toronto- West ,34,21,22, ,2
2018-02-13,Toronto- West ,34,25,27,1,3
2018-02-14,Toronto- West ,42,24,18,1,2
2018-02-15,Toronto- West ,68,10,20,1,3
2018-02-16,Toronto- West ,60,24,17,1,2
2018-02-17,Toronto- West ,27,25,14,1,2
2018-02-18,Toronto- West ,40,30,9,1,2
2018-02-19,Toronto- West ,44,18,20,1,2
2018-02-20,Toronto- West ,43,13,21,1,2
2018-02-21,Toronto- West ,26,17,15, ,2
2018-02-22,Toronto- West ,16,24,12, ,2
2018-02-23,Toronto- West ,17,23,12, ,2
2018-02-24,Toronto- West ,28,26,9, ,2
2018-02-25,Toronto- West ,17,27,5,1,1
2018-02-26,Toronto- West ,24,26,19,1,2
2018-02-27,Toronto- West ,29,31,23,1,3
2018-02-28,Toronto- West ,36,27,17,2,2
2018-03-01,Toronto- West ,35,28,13,1,2
2018-03-02,Toronto- West ,24,28,8, ,1
2018-03-03,Toronto- West ,17,30,7, ,2
2018-03-04,Toronto- West ,12,30,5, ,2
2018-03-05,Toronto- West ,9,24,15, ,2
2018-03-06,Toronto- West ,28,29,13, ,1
2018-03-07,Toronto- West ,27,20,14, ,2
2018-03-08,Toronto- West ,51,21,12, ,2
2018-03-09,Toronto- West ,16,25,13,1,2
2018-03-10,Toronto- West ,18,28,11, ,2
2018-03-11,Toronto- West ,13,30,8, ,2
2018-03-12,Toronto- West ,15,23,16, ,2
2018-03-13,Toronto- West ,27,24,14, ,2
2018-03-14,Toronto- West ,17,24,10, ,1
2018-03-15,Toronto- West ,14,26,22,1,2
2018-03-16,Toronto- West ,34,27,9, ,1
2018-03-17,Toronto- West ,20,33,11,1,2
2018-03-18,Toronto- West ,17,31,10,1,2
2018-03-19,Toronto- West ,19,29,10, ,1
2018-03-20,Toronto- West ,18,29,16, ,2
2018-03-21,Toronto- West ,25,25,15, ,2
2018-03-22,Toronto- West ,17,26,12, ,1
2018-03-23,Toronto- West ,12,27,14,1,2
2018-03-24,Toronto- West ,18,33,8, ,1
2018-03-25,Toronto- West ,16,32,8, ,1
2018-03-26,Toronto- West ,23,36,13, ,2
2018-03-27,Toronto- West ,26,30,8, ,2
2018-03-28,Toronto- West ,37,24,14, ,2
2018-03-29,Toronto- West ,35,17,23, ,4
2018-03-30,Toronto- West ,43,31,6, ,2
2018-03-31,Toronto- West ,26,32,10,2,2
2018-04-01,Toronto- West ,18,32,5, ,1
2017-10-02,Toronto- West ,27,29,17,1,3
2017-10-03,Toronto- West ,43,37,21,3,3
2017-10-04,Toronto- West ,40,31,11,3,2
2017-10-05,Toronto- West ,24,22,17,1,2
2017-10-06,Toronto- West ,41,20,18,1,2
2017-10-07,Toronto- West ,27,34,5,1,1
2017-10-08,Toronto- West ,29,23,5,1,1
2017-10-09,Toronto- West ,26,23,9,1,2
2017-10-10,Toronto- West ,15,17,17,1,3
2017-10-11,Toronto- West ,41,12,12,1,1
2017-10-12,Toronto- West ,20,14,9,1,1
2017-10-13,Toronto- West ,15,11,8,1,2
2017-10-14,Toronto- West ,18,19,16,1,4
2017-10-15,Toronto- West ,46,22,3, ,1
2017-10-16,Toronto- West ,25,16,13,1,1
2017-10-17,Toronto- West ,18,25,16, ,2
2017-10-18,Toronto- West ,26,35,17,2,2
2017-10-19,Toronto- West ,30,28,14,1,2
2017-10-20,Toronto- West ,32,22,26,4,3
2017-10-21,Toronto- West ,38,30,22,3,3
2017-10-22,Toronto- West ,40,36,18,2,4
2017-10-23,Toronto- West ,56,29,10,1,2
2017-10-24,Toronto- West ,36,28,4,1,1
2017-10-25,Toronto- West ,20,17,11,1,1
2017-10-26,Toronto- West ,11,17,24,1,3
2017-10-27,Toronto- West ,29,22,17,1,3
2017-10-28,Toronto- West ,32,13,13, ,2
2017-10-29,Toronto- West ,29,12,11,1,2
2017-10-30,Toronto- West ,25,16,11,1,1
2017-10-31,Toronto- West ,23,11,11,1,1
2017-11-01,Toronto- West ,14,9,16,2,2
2017-11-02,Toronto- West ,37,22,13,1,2
2017-11-03,Toronto- West ,22,15,14,1,2
2017-11-04,Toronto- West ,27,13,13,1,2
2017-11-05,Toronto- West ,20,14,8, ,1
2017-11-06,Toronto- West ,16,16,11,1,1
2017-11-07,Toronto- West ,19,19,16,1,1
2017-11-08,Toronto- West ,20,21,26,1,2
2017-11-09,Toronto- West ,40,24,22,1,3
2017-11-10,Toronto- West ,45,24,13,1,1
2017-11-11,Toronto- West ,13,24,15,1,2
2017-11-12,Toronto- West ,20,13,24,2,3
2017-11-13,Toronto- West ,38,6,24, ,3
2017-11-14,Toronto- West ,65,6,24, ,3
2017-11-15,Toronto- West ,40,18,16,1,2
2017-11-16,Toronto- West ,44,20,10,1,2
2017-11-17,Toronto- West ,14,22,10,1,1
2017-11-18,Toronto- West ,20,12,16,1,2
2017-11-19,Toronto- West ,28,20,4,1,1
2017-11-20,Toronto- West ,11,20,13,1,1
2017-11-21,Toronto- West ,34,22,9,1,1
2017-11-22,Toronto- West ,23,17,15,1,1
2017-11-23,Toronto- West ,18,12,17,1,1
2017-11-24,Toronto- West ,32,24,13,1,2
2017-11-25,Toronto- West ,44,21,9,1,1
2017-11-26,Toronto- West ,20,23,7,1,1
2017-11-27,Toronto- West ,16,21,14,1,2
2017-11-28,Toronto- West ,24,24,11,1,2
2017-11-29,Toronto- West ,24,15,18,1,2
2017-11-30,Toronto- West ,30,10,21,1,3
2017-12-01,Toronto- West ,42,13,21,1,3
2017-12-02,Toronto- West ,21,4,32,2,7
2017-12-03,Toronto- West ,63,6,25,1,6
2017-12-04,Toronto- West ,71,20,18, ,5
2017-12-05,Toronto- West ,69,22,9,1,3
2017-12-06,Toronto- West ,28,19,11, ,3
2017-12-07,Toronto- West ,21,15,15,1,3
2017-12-08,Toronto- West ,22,18,11,1,3
2017-12-09,Toronto- West ,32,18,14,2,4
2017-12-10,Toronto- West ,34,22,11,1,4
2017-12-11,Toronto- West ,35,15,21,1,3
2017-12-12,Toronto- West ,26,18,19, ,2
2017-12-13,Toronto- West ,32,15,21,1,2
2017-12-14,Toronto- West ,19,17,22,1,2
2017-12-15,Toronto- West ,18,16,24,1,2
2017-12-16,Toronto- West ,37,21,15,1,2
2017-12-17,Toronto- West ,24,13,21,1,2
2017-12-18,Toronto- West ,30,6,27,1,3
2017-12-19,Toronto- West ,57,16,16, ,2
2017-12-20,Toronto- West ,47,21,13, ,1
2017-12-21,Toronto- West ,14,11,18,1,2
2017-12-22,Toronto- West ,30,13,21, ,2
2017-12-23,Toronto- West ,28,18,22,1,3
2017-12-24,Toronto- West ,58,18,18,1,2
2017-12-25,Toronto- West ,20,25,7,1,1
2017-12-26,Toronto- West ,17,25,11,1,1
2017-12-27,Toronto- West ,22,17,24,1,2
2017-12-28,Toronto- West ,32,14,31, ,3
2017-12-29,Toronto- West ,38,8,37,1,3
2017-12-30,Toronto- West ,41,24,18,1,2
2017-12-31,Toronto- West ,49,2,39,1,6
2018-01-01,Toronto- West ,48,24,23,1,3
2017-07-02,Toronto- West ,37,32,6,1,1
2017-07-03,Toronto- West ,32,21,7, ,2
2017-07-04,Toronto- West ,23,25,8,1,1
2017-07-05,Toronto- West ,38,30,11,1,2
2017-07-06,Toronto- West ,31,56,17,3,3
2017-07-07,Toronto- West ,37,44,16,1,2
2017-07-08,Toronto- West ,34,21,5, ,1
2017-07-09,Toronto- West ,34,31,8,1,1
2017-07-10,Toronto- West ,25,31,12,2,2
2017-07-11,Toronto- West ,19,47,15,1,2
2017-07-12,Toronto- West ,42,37,14, ,3
2017-07-13,Toronto- West ,50,19,7, ,1
2017-07-14,Toronto- West ,23,22,9, ,2
2017-07-15,Toronto- West ,17,23,7,2,2
2017-07-16,Toronto- West ,32,34,10,1,2
2017-07-17,Toronto- West ,33,37,5, ,2
2017-07-18,Toronto- West ,33,42,10,1,2
2017-07-19,Toronto- West ,31,37,16,1,2
2017-07-20,Toronto- West ,36,26,16,1,3
2017-07-21,Toronto- West ,47,25,18, ,3
2017-07-22,Toronto- West ,47,26,15,1,3
2017-07-23,Toronto- West ,46,23,8, ,2
2017-07-24,Toronto- West ,40,15,9,1,2
2017-07-25,Toronto- West ,18,26,6, ,1
2017-07-26,Toronto- West ,17,28,11,2,2
2017-07-27,Toronto- West ,24,21,16,1,2
2017-07-28,Toronto- West ,36,18,10, ,2
2017-07-29,Toronto- West ,30,17,6,1,2
2017-07-30,Toronto- West ,24,21,7,1,2
2017-07-31,Toronto- West ,28,22,17,1,3
2017-08-01,Toronto- West ,33,30,15,1,3
2017-08-02,Toronto- West ,46,41,19,1,3
2017-08-03,Toronto- West ,44,42,12, ,3
2017-08-04,Toronto- West ,46,36,5, ,2
2017-08-05,Toronto- West ,24,21,5, ,1
2017-08-06,Toronto- West ,23,9,12, ,2
2017-08-07,Toronto- West ,25,22,10,1,2
2017-08-08,Toronto- West ,16,20,13,1,2
2017-08-09,Toronto- West ,44,27,18,1,3
2017-08-10,Toronto- West ,44,42,17,3,3
2017-08-11,Toronto- West ,51,33,9,1,2
2017-08-12,Toronto- West ,44,31,11, ,2
2017-08-13,Toronto- West ,35,24,8,1,2
2017-08-14,Toronto- West ,28,29,10,1,2
2017-08-15,Toronto- West ,24,28,18,1,3
2017-08-16,Toronto- West ,30,22,10,1,2
2017-08-17,Toronto- West ,37,24,10, ,2
2017-08-18,Toronto- West ,24,24,9, ,2
2017-08-19,Toronto- West ,24,21,7, ,2
2017-08-20,Toronto- West ,15,35,9,1,3
2017-08-21,Toronto- West ,44,41,17,1,4
2017-08-22,Toronto- West ,49,27,10, ,2
2017-08-23,Toronto- West ,41,16,13,1,2
2017-08-24,Toronto- West ,34,14,11,1,2
2017-08-25,Toronto- West ,19,12,12,1,2
2017-08-26,Toronto- West ,25,34,8,1,2
2017-08-27,Toronto- West ,26,27,10,1,3
2017-08-28,Toronto- West ,40,35,6,1,2
2017-08-29,Toronto- West ,29,32,6,1,2
2017-08-30,Toronto- West ,34,37,16,1,3
2017-08-31,Toronto- West ,38,17,10, ,2
2017-09-01,Toronto- West ,35,22,12,1,2
2017-09-02,Toronto- West ,23,26,10,1,2
2017-09-03,Toronto- West ,26,27,6,1,2
2017-09-04,Toronto- West ,22,36,7,1,2
2017-09-05,Toronto- West ,43,22,13,1,3
2017-09-06,Toronto- West ,47, , , , 
2017-09-11,Toronto- West ,21,26,14,1,3
2017-09-12,Toronto- West ,34,31,21,2,3
2017-09-13,Toronto- West ,43,35,18,1,4
2017-09-14,Toronto- West ,43,27,22,1,4
2017-09-15,Toronto- West ,44,30,17,2,3
2017-09-16,Toronto- West ,42,31,17,2,4
2017-09-17,Toronto- West ,42,33,14,1,5
2017-09-18,Toronto- West ,51,32,17,1,4
2017-09-19,Toronto- West ,57,33,10, ,3
2017-09-20,Toronto- West ,39,25,16,1,3
2017-09-21,Toronto- West ,53,30,14,1,4
2017-09-22,Toronto- West ,47,34,18,1,4
2017-09-23,Toronto- West ,53,51,23,2,6
2017-09-24,Toronto- West ,55,59,13,1,4
2017-09-25,Toronto- West ,59,45,19,1,4
2017-09-26,Toronto- West ,62,49,21,1,4
2017-09-27,Toronto- West ,60,25,18,1,2
2017-09-28,Toronto- West ,43,18,11,1,2
2017-09-29,Toronto- West ,24,17,14,1,2
2017-09-30,Toronto- West ,19,23,7, ,2
2017-10-01,Toronto- West ,17,28,11,3,2
2017-04-02,Toronto- West ,14,32,16,1,2
2017-04-03,Toronto- West ,20,35,15,1,2
2017-04-04,Toronto- West ,32,28,12, ,2
2017-04-05,Toronto- West ,19,31,8, ,1
2017-04-06,Toronto- West ,11,23,9, ,2
2017-04-07,Toronto- West ,14,28,5,1,1
2017-04-08,Toronto- West ,13,32,10,3,2
2017-04-09,Toronto- West ,12,41,12,4,2
2017-04-10,Toronto- West ,26,35,13,2,2
2017-04-11,Toronto- West ,34,29,13,1,2
2017-04-12,Toronto- West ,21,26,11, ,1
2017-04-13,Toronto- West ,16,29,19,4,2
2017-04-14,Toronto- West ,20,37,13,1,2
2017-04-15,Toronto- West ,17,30,19,1,3
2017-04-16,Toronto- West ,35,36,5,1,2
2017-04-17,Toronto- West ,27,22,7, ,1
2017-04-18,Toronto- West ,12,35,8,1,1
2017-04-19,Toronto- West ,25,30,11,1,2
2017-04-20,Toronto- West ,18,21,8, ,1
2017-04-21,Toronto- West ,31,17,12,1,2
2017-04-22,Toronto- West ,27,28,6, ,2
2017-04-23,Toronto- West ,5,34,12,1,2
2017-04-24,Toronto- West ,17,28,9,1,1
2017-04-25,Toronto- West ,13,28,6, ,1
2017-04-26,Toronto- West ,25,23,8,1,2
2017-04-27,Toronto- West ,19,37,10,1,2
2017-04-28,Toronto- West ,19,33,8,1,1
2017-04-29,Toronto- West ,38,31,7,1,1
2017-04-30,Toronto- West ,14,25,4, ,1
2017-05-01,Toronto- West ,9,24,10, ,2
2017-05-02,Toronto- West ,21,22,9, ,1
2017-05-03,Toronto- West ,11,28,11,1,1
2017-05-04,Toronto- West ,13,34,19,1,2
2017-05-05,Toronto- West ,28,28,15, ,2
2017-05-06,Toronto- West ,16,25,4, ,1
2017-05-07,Toronto- West ,7,27,3, ,1
2017-05-08,Toronto- West ,13,26,12,1,1
2017-05-09,Toronto- West ,12,26,13,1,1
2017-05-10,Toronto- West ,17,22,7,1,1
2017-05-11,Toronto- West ,13,26,8,1,1
2017-05-12,Toronto- West ,11,21,22,1,3
2017-05-13,Toronto- West ,49,30,17, ,2
2017-05-14,Toronto- West ,48,26,10,1,2
2017-05-15,Toronto- West ,40,22,11,1,1
2017-05-16,Toronto- West ,8,31,20,1,2
2017-05-17,Toronto- West ,29,44,14,2,2
2017-05-18,Toronto- West ,40,40,9,2,2
2017-05-19,Toronto- West ,43,21,9,1,1
2017-05-20,Toronto- West ,20,32,5,1,1
2017-05-21,Toronto- West ,8,33,4,1,1
2017-05-22,Toronto- West ,27,31,7,1,2
2017-05-23,Toronto- West ,28,38,19,1,2
2017-05-24,Toronto- West ,37,43,13,1,2
2017-05-25,Toronto- West ,42,36,4,1,1
2017-05-26,Toronto- West ,25,14,12,1,2
2017-05-27,Toronto- West ,8,21,8,1,2
2017-05-28,Toronto- West ,42,28,10,1,3
2017-05-29,Toronto- West ,34,36,10,1,1
2017-05-30,Toronto- West ,29,32,15, ,2
2017-05-31,Toronto- West ,26,34,13,1,1
2017-06-01,Toronto- West ,23,23,10,1,1
2017-06-02,Toronto- West ,15,25,14,1,1
2017-06-03,Toronto- West ,19,40,8, ,1
2017-06-04,Toronto- West ,13,31,6,1,1
2017-06-05,Toronto- West ,44,21,10,1,1
2017-06-06,Toronto- West ,39,20,9, ,1
2017-06-07,Toronto- West ,8,28,10,1,1
2017-06-08,Toronto- West ,17,33,15,1,2
2017-06-09,Toronto- West ,28,35,20,1,2
2017-06-10,Toronto- West ,36,57,12,3,2
2017-06-11,Toronto- West ,43,55,3,1,2
2017-06-12,Toronto- West ,44,50,12,1,2
2017-06-13,Toronto- West ,47,24,18,1,2
2017-06-14,Toronto- West ,41,27,9,1,1
2017-06-15,Toronto- West ,39,28,7,1,1
2017-06-16,Toronto- West ,19,44,12,1,2
2017-06-17,Toronto- West ,39,37,9,1,2
2017-06-18,Toronto- West ,40,36,6, ,1
2017-06-19,Toronto- West ,48,25,12,1,1
2017-06-20,Toronto- West ,17,20,12, ,1
2017-06-21,Toronto- West ,19,15,13, ,1
2017-06-22,Toronto- West ,22,29,14,2,2
2017-06-23,Toronto- West ,21,24,11, ,1
2017-06-24,Toronto- West ,14,23,8, ,1
2017-06-25,Toronto- West ,29,28,7,1,1
2017-06-26,Toronto- West ,16,22,9,1,1
2017-06-27,Toronto- West ,19,15,15,1,1
2017-06-28,Toronto- West ,27,33,14,1,1
2017-06-29,Toronto- West ,29,39,10,2,2
2017-06-30,Toronto- West ,22,39,8, ,1
2017-07-01,Toronto- West ,35,30,6, ,1
2017-01-03,Toronto- West ,48,12,17, ,2
2017-01-04,Toronto- West ,24,20,13, ,2
2017-01-05,Toronto- West ,23,16,18, ,2
2017-01-06,Toronto- West ,31,18,18,2,1
2017-01-07,Toronto- West ,31,20,18,2,2
2017-01-08,Toronto- West ,45,23,10,1,1
2017-01-09,Toronto- West ,21,20,11,1,1
2017-01-10,Toronto- West ,32,23,9,4,1
2017-01-11,Toronto- West ,33,19,12,1,2
2017-01-12,Toronto- West ,45,27,18, ,2
2017-01-13,Toronto- West ,39,26,14, ,1
2017-01-14,Toronto- West ,20,16,21, ,2
2017-01-15,Toronto- West ,31,24,21, ,2
2017-01-16,Toronto- West ,39,8,33,3,4
2017-01-17,Toronto- West ,78,17,26,1,4
2017-01-18,Toronto- West ,61,12,24, ,3
2017-01-19,Toronto- West ,40,10,19, ,2
2017-01-20,Toronto- West ,48,14,11, ,2
2017-01-21,Toronto- West ,39,4,17,1,3
2017-01-22,Toronto- West ,43,18,8, ,2
2017-01-23,Toronto- West ,28,15,7, ,2
2017-01-24,Toronto- West ,19,14,16, ,2
2017-01-25,Toronto- West ,21,16,14, ,2
2017-01-26,Toronto- West ,33,13,14,1,2
2017-01-27,Toronto- West ,25,19,11, ,1
2017-01-28,Toronto- West ,13,22,8, ,1
2017-01-29,Toronto- West ,50,23,7, ,1
2017-01-30,Toronto- West ,7,20,17,1,2
2017-01-31,Toronto- West ,17,25,16,1,2
2017-02-01,Toronto- West ,31,19,20,1,2
2017-02-02,Toronto- West ,25,26,15, ,1
2017-02-03,Toronto- West ,18,23,14, ,1
2017-02-04,Toronto- West ,23,27,9,1,1
2017-02-05,Toronto- West ,31,27,9,1,2
2017-02-06,Toronto- West ,39,22,20,1,2
2017-02-07,Toronto- West ,34,23,14, ,2
2017-02-08,Toronto- West ,34,24,12,1,2
2017-02-09,Toronto- West ,18,24,13,1,2
2017-02-10,Toronto- West ,19,25,10,1,1
2017-02-11,Toronto- West ,26,13,21,1,3
2017-02-12,Toronto- West ,62,28,13, ,2
2017-02-13,Toronto- West ,32,24,19, ,2
2017-02-14,Toronto- West ,23,19,25,1,2
2017-02-15,Toronto- West ,47,17,17,1,2
2017-02-16,Toronto- West ,12,17,14,1,2
2017-02-17,Toronto- West ,24,22,15,1,2
2017-02-18,Toronto- West ,34,31,25,1,4
2017-02-19,Toronto- West ,50,27,14,1,2
2017-02-20,Toronto- West ,18,30,10, ,2
2017-02-21,Toronto- West ,22,31,15,1,2
2017-02-22,Toronto- West ,32,14,21,1,3
2017-02-23,Toronto- West ,71,19,15,1,2
2017-02-24,Toronto- West ,40,13,9, ,2
2017-02-25,Toronto- West ,28,23,9,1,2
2017-02-26,Toronto- West ,21,28,3, ,1
2017-02-27,Toronto- West ,17,24,16,1,2
2017-02-28,Toronto- West ,39,19,28,1,3
2017-03-01,Toronto- West ,48,24,10, ,2
2017-03-02,Toronto- West ,13,29,9, ,1
2017-03-03,Toronto- West ,13,26,13, ,2
2017-03-04,Toronto- West ,15,30,9, ,1
2017-03-05,Toronto- West ,19,28,12,1,2
2017-03-06,Toronto- West ,24,22,14,1,2
2017-03-07,Toronto- West ,33,24,11, ,2
2017-03-08,Toronto- West ,26,28,10,1,1
2017-03-09,Toronto- West ,13,24,13, ,1
2017-03-10,Toronto- West ,16,26,11, ,1
2017-03-11,Toronto- West ,17,28,7,1,2
2017-03-12,Toronto- West ,16,27,6,1,2
2017-03-13,Toronto- West ,20,22,17,1,2
2017-03-14,Toronto- West ,25,27,9, ,1
2017-03-15,Toronto- West ,15,28,6,1,1
2017-03-16,Toronto- West ,18,28,17,1,2
2017-03-17,Toronto- West ,22,32,20,2,2
2017-03-18,Toronto- West ,37,34,10,1,2
2017-03-19,Toronto- West ,35,36,10,1,2
2017-03-20,Toronto- West ,36,24,19,1,2
2017-03-21,Toronto- West ,60,31,20,1,3
2017-03-22,Toronto- West ,39,26,9,1,1
2017-03-23,Toronto- West ,17,32,18,1,2
2017-03-24,Toronto- West ,30,23,15,1,2
2017-03-25,Toronto- West ,46,25,9, ,2
2017-03-26,Toronto- West ,20,27,4, ,2
2017-03-27,Toronto- West ,26,11,19,1,3
2017-03-28,Toronto- West ,42,17,13, ,2
2017-03-29,Toronto- West ,22,26,17,1,2
2017-03-30,Toronto- West ,25,32,7,1,1
2017-03-31,Toronto- West ,15,33,12, ,2
2017-04-01,Toronto- West ,15,32,9,1,2
2016-10-02,Toronto- West ,7,20,8, ,2
2016-10-03,Toronto- West ,15,7,15, ,2
2016-10-04,Toronto- West ,18,23,8, ,2
2016-10-05,Toronto- West ,12,30,7, ,2
2016-10-06,Toronto- West ,16,31,10,2,2
2016-10-07,Toronto- West ,20,34,13, ,2
2016-10-08,Toronto- West ,25,23,9, ,2
2016-10-09,Toronto- West ,25,17,6, ,2
2016-10-10,Toronto- West ,16,14,11, ,2
2016-10-11,Toronto- West ,23,22,18,1,4
2016-10-12,Toronto- West ,34,38,18,3,3
2016-10-13,Toronto- West ,28,27,10,1,2
2016-10-14,Toronto- West ,24,23,13,2,2
2016-10-15,Toronto- West ,23,28,11,2,3
2016-10-16,Toronto- West ,19,25,10, ,2
2016-10-17,Toronto- West ,26,15,14, ,3
2016-10-18,Toronto- West ,34,23,8, ,2
2016-10-19,Toronto- West ,25,19,15,1,2
2016-10-20,Toronto- West ,21,17,18, ,2
2016-10-21,Toronto- West ,21,11,10, ,2
2016-10-22,Toronto- West ,26,13,3, ,1
2016-10-23,Toronto- West ,15,14,13, ,2
2016-10-24,Toronto- West ,19,17,12, ,2
2016-10-25,Toronto- West ,15,17,13, ,2
2016-10-26,Toronto- West ,20,20,16, ,2
2016-10-27,Toronto- West ,20,19,12, ,2
2016-10-28,Toronto- West ,15,17,15,2,2
2016-10-29,Toronto- West ,19,20,9,1,2
2016-10-30,Toronto- West ,28,12,7, ,2
2016-10-31,Toronto- West ,24,15,21, ,3
2016-11-01,Toronto- West ,39,22,12, ,3
2016-11-02,Toronto- West ,22,8,27, ,5
2016-11-03,Toronto- West ,50,10,14, ,3
2016-11-04,Toronto- West ,26,14,15, ,3
2016-11-05,Toronto- West ,18,17,13, ,3
2016-11-06,Toronto- West ,24,6,18, ,5
2016-11-07,Toronto- West ,36, , , , 
2016-11-10,Toronto- West ,22,19,18, ,3
2016-11-11,Toronto- West ,26,19,14, ,2
2016-11-12,Toronto- West ,16,22,17, ,2
2016-11-13,Toronto- West ,20,22,11,1,2
2016-11-14,Toronto- West ,40,19,18,1,2
2016-11-15,Toronto- West ,41,13,31,6,6
2016-11-16,Toronto- West ,60,7,29,2,6
2016-11-17,Toronto- West ,64,13,21,2,3
2016-11-18,Toronto- West ,28,16,28,5,5
2016-11-19,Toronto- West ,53,18,13, ,2
2016-11-20,Toronto- West ,35,25,5, ,1
2016-11-21,Toronto- West ,13,25,8, ,1
2016-11-22,Toronto- West ,10,23,17, ,2
2016-11-23,Toronto- West ,14,14,24, ,2
2016-11-24,Toronto- West ,22,18,19, ,2
2016-11-25,Toronto- West ,44,9,20, ,3
2016-11-26,Toronto- West ,43,9,15, ,2
2016-11-27,Toronto- West ,18,16,13,1,2
2016-11-28,Toronto- West ,38,15,17,1,2
2016-11-29,Toronto- West ,40,17,14, ,2
2016-11-30,Toronto- West ,35,8,23,1,3
2016-12-01,Toronto- West ,39,10,11, ,2
2016-12-02,Toronto- West ,28,13,14, ,2
2016-12-03,Toronto- West ,13,21,11, ,2
2016-12-04,Toronto- West ,13,21,11, ,2
2016-12-05,Toronto- West ,19,17,16, ,2
2016-12-06,Toronto- West ,28,18,16, ,3
2016-12-07,Toronto- West ,39,12,15, ,2
2016-12-08,Toronto- West ,33,11,15, ,2
2016-12-09,Toronto- West ,27,18,20, ,2
2016-12-10,Toronto- West ,17,20,21, ,2
2016-12-11,Toronto- West ,25,17,12, ,2
2016-12-12,Toronto- West ,33,15,17, ,2
2016-12-13,Toronto- West ,32,14,17, ,2
2016-12-14,Toronto- West ,51,22,16, ,2
2016-12-15,Toronto- West ,28,21,18,2,2
2016-12-16,Toronto- West ,17,15,27,1,2
2016-12-17,Toronto- West ,28,20,17, ,3
2016-12-18,Toronto- West ,43,22,14,2,2
2016-12-19,Toronto- West ,32,22,25,2,2
2016-12-20,Toronto- West ,33,21,19,2,2
2016-12-21,Toronto- West ,42,11,27,1,3
2016-12-22,Toronto- West ,67,12,25, ,3
2016-12-23,Toronto- West ,62,16,21,1,2
2016-12-24,Toronto- West ,59,17,19, ,3
2016-12-25,Toronto- West ,37,22,9, ,2
2016-12-26,Toronto- West ,16,19,12, ,2
2016-12-27,Toronto- West ,21,19,8, ,2
2016-12-28,Toronto- West ,37,18,13, ,2
2016-12-29,Toronto- West ,27,16,15, ,2
2016-12-30,Toronto- West ,28,18,14, ,2
2016-12-31,Toronto- West ,16,22,7,1,2
2017-01-01,Toronto- West ,21,22,11,1,2
2017-01-02,Toronto- West ,32,18,18, ,2
2016-07-02,Toronto- West ,22,21,4,1,1
2016-07-03,Toronto- West ,22,26,8,1,1
2016-07-04,Toronto- West ,27,36,12,2,2
2016-07-05,Toronto- West ,27,41,18,2,2
2016-07-06,Toronto- West ,26,49,16,2,2
2016-07-07,Toronto- West ,37,32,12,1,2
2016-07-08,Toronto- West ,41,39,8,1,2
2016-07-09,Toronto- West ,49,33,6,1,2
2016-07-10,Toronto- West ,14,20,3,1,2
2016-07-11,Toronto- West ,26,23,9, ,2
2016-07-12,Toronto- West ,20,51,8,1,2
2016-07-13,Toronto- West ,21,48,10,1,2
2016-07-14,Toronto- West ,43,35,8,1,2
2016-07-15,Toronto- West ,24,20,14,1,2
2016-07-16,Toronto- West ,19,22,4,1,1
2016-07-17,Toronto- West ,17,37,7,1,2
2016-07-18,Toronto- West ,26,29,9,1,2
2016-07-19,Toronto- West ,32,16,12,2,2
2016-07-20,Toronto- West ,24,40,11,2,2
2016-07-21,Toronto- West ,17,51,15,2,2
2016-07-22,Toronto- West ,26,32,12,1,2
2016-07-23,Toronto- West ,30,24,8, ,2
2016-07-24,Toronto- West ,22,25,7, ,2
2016-07-25,Toronto- West ,21,24,11,1,2
2016-07-26,Toronto- West ,25,26,10, ,2
2016-07-27,Toronto- West ,18,28,16,1,2
2016-07-28,Toronto- West ,24,34,13,1,2
2016-07-29,Toronto- West ,33,30,9,1,2
2016-07-30,Toronto- West ,27,20,6,1,1
2016-07-31,Toronto- West ,14,22,5,1,1
2016-08-01,Toronto- West ,14,28,8, ,2
2016-08-02,Toronto- West ,25,31,13,2,2
2016-08-03,Toronto- West ,29,36,14,1,3
