Burlington, (44008) Hourly, Ground-level Ozone (O3) Concentrations
Station,Burlington (44008)
Address,North Shore Blvd. E./lakeshore Rd.
Latitude,43.314603
Longitude,-79.80277
Elevation, 78 metres
Air Intake Height,5 metres
Pollutant,Ozone (Ozone O3)
Unit, parts per billion (ppb)
Remarks, 9999 for invalid or missing data.
Station ID,Pollutant,Date,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
46108,Ozone,2022-02-19,38,36,34,34,36,37,35,35,35,36,36,37,38,39,41,42,43,42,39,35,33,37,35,30,
46108,Ozone,2022-02-20,33,34,31,25,20,22,28,33,34,34,36,38,38,40,42,42,43,42,41,39,42,42,40,37,
46108,Ozone,2022-02-21,34,32,34,9999,32,30,25,20,21,28,30,29,35,37,38,38,37,36,36,36,36,35,35,36,
46108,Ozone,2022-02-22,36,36,35,34,34,33,32,30,29,30,28,28,29,27,27,26,16,3,0,0,3,21,23,23,
46108,Ozone,2022-02-23,22,24,27,29,29,29,30,29,28,28,29,30,31,31,31,30,29,30,26,28,28,28,26,24,
46108,Ozone,2022-02-24,21,25,24,24,22,20,16,17,22,26,34,35,35,37,36,36,37,35,35,37,38,34,27,27,
46108,Ozone,2022-02-25,28,37,35,34,33,32,30,23,29,32,33,34,36,38,39,38,37,33,36,32,31,31,22,17,
46108,Ozone,2022-02-26,24,24,19,19,23,26,32,30,30,34,38,40,41,40,42,42,41,40,40,40,38,40,42,42,
46108,Ozone,2022-02-27,42,41,41,39,38,38,37,36,36,36,38,43,43,44,45,44,44,43,42,42,41,40,40,37,
46108,Ozone,2022-02-28,34,37,33,9999,28,20,11,11,19,25,29,31,35,36,36,36,38,39,38,38,37,38,39,39,
46108,Ozone,2022-03-01,41,38,36,36,36,32,21,14,20,27,28,29,33,32,32,38,41,41,40,39,39,40,42,40,
46108,Ozone,2022-03-02,39,35,32,30,26,25,32,31,34,40,41,42,43,43,43,43,40,39,36,35,32,28,37,39,
46108,Ozone,2022-03-03,37,38,37,35,33,32,30,27,28,30,34,36,37,37,39,39,38,39,37,35,32,28,22,23,
46108,Ozone,2022-03-04,24,24,28,26,27,26,22,18,24,33,33,36,40,42,43,43,43,41,38,29,16,7,9,30,
46108,Ozone,2022-03-05,31,20,16,12,8,5,5,5,23,37,39,40,43,44,43,43,42,43,42,41,42,39,40,42,
46108,Ozone,2022-03-06,31,23,17,12,5,1,2,24,37,41,42,41,40,39,35,34,32,29,29,30,32,33,33,33,
46108,Ozone,2022-03-07,34,32,31,9999,32,29,22,10,23,28,33,35,31,26,21,23,27,33,37,36,33,34,36,36,
46108,Ozone,2022-03-08,37,40,38,39,40,39,40,39,39,42,44,44,44,44,45,45,45,44,43,40,38,33,25,20,
46108,Ozone,2022-03-09,18,12,11,5,1,0,1,2,5,25,34,37,36,36,38,41,41,38,34,26,31,32,34,32,
46108,Ozone,2022-03-10,28,35,34,26,25,14,15,14,26,37,38,39,39,41,42,43,42,41,39,36,34,22,23,26,
46108,Ozone,2022-03-11,23,26,25,26,24,28,28,23,20,24,34,38,37,37,35,34,32,25,21,21,36,39,43,43,
46108,Ozone,2022-03-12,42,41,40,42,43,42,40,40,40,40,41,41,41,40,38,38,38,37,38,37,35,35,34,33,
46108,Ozone,2022-03-13,32,34,-999,-999,33,33,32,32,33,34,34,34,35,35,36,36,35,33,31,31,31,31,31,30,
46108,Ozone,2022-03-14,30,27,27,9999,18,22,3,11,16,18,18,22,23,27,29,29,27,27,26,27,24,22,19,25,
46108,Ozone,2022-03-15,19,26,23,15,22,24,19,18,18,18,19,16,12,5,3,4,4,12,19,18,11,7,6,13,
46108,Ozone,2022-03-16,12,5,3,5,6,11,11,11,11,11,15,18,17,23,26,29,30,31,33,34,34,34,34,34,
46108,Ozone,2022-03-17,33,35,34,31,29,29,26,16,12,12,12,14,18,21,28,27,29,21,11,3,3,7,39,32,
46108,Ozone,2022-03-18,14,8,7,4,2,1,1,2,5,16,24,30,28,32,38,42,43,35,32,36,33,34,32,33,
46108,Ozone,2022-03-19,33,31,32,32,31,34,32,28,27,26,26,26,25,24,23,23,22,16,15,15,15,25,29,27,
46108,Ozone,2022-03-20,27,26,28,27,27,26,26,27,30,31,34,37,38,40,38,38,38,39,38,37,36,35,33,32,
46108,Ozone,2022-03-21,32,30,28,9999,33,30,26,27,31,33,39,41,43,43,43,43,42,41,31,29,37,35,35,37,
46108,Ozone,2022-03-22,34,31,29,27,21,7,2,6,25,29,31,36,39,41,41,42,45,44,41,38,37,40,40,43,
46108,Ozone,2022-03-23,43,43,42,40,38,39,38,39,39,38,38,36,35,35,34,33,33,33,33,33,33,33,32,32,
46108,Ozone,2022-03-24,31,30,28,26,23,17,9,7,22,23,25,26,27,27,28,29,29,29,28,28,28,25,26,25,
46108,Ozone,2022-03-25,22,14,23,24,23,21,21,20,24,28,28,28,29,31,32,35,38,37,34,33,32,33,27,21,
46108,Ozone,2022-03-26,16,22,23,23,24,23,27,25,22,21,21,22,30,31,31,31,34,36,34,26,24,24,24,23,
46108,Ozone,2022-03-27,22,22,20,19,20,20,20,19,17,17,21,26,30,32,34,36,38,39,39,38,37,37,37,37,
46108,Ozone,2022-03-28,38,38,37,9999,28,27,24,26,31,33,31,31,30,31,31,31,31,32,33,33,33,31,31,30,
46108,Ozone,2022-03-29,26,26,26,28,27,18,10,27,37,37,38,39,40,41,41,42,42,42,41,34,21,18,16,16,
46108,Ozone,2022-03-30,17,18,13,10,12,37,39,40,39,38,37,38,37,37,36,36,35,32,33,33,31,32,32,31,
46108,Ozone,2022-03-31,31,16,11,29,30,28,16,9,17,40,45,43,37,38,35,30,27,23,19,21,30,34,34,36,
46108,Ozone,2022-04-01,37,36,35,34,33,32,31,29,32,34,34,33,34,35,35,35,37,37,38,39,40,39,39,39,
46108,Ozone,2022-04-02,40,39,36,34,32,31,28,29,34,40,40,40,41,41,42,42,43,43,42,40,41,41,41,39,
46108,Ozone,2022-04-03,36,35,31,26,24,25,28,33,31,31,38,43,43,42,43,43,41,40,40,38,35,32,31,31,
46108,Ozone,2022-04-04,32,29,27,9999,19,12,8,11,18,25,28,30,28,35,39,39,40,37,34,35,38,32,34,36,
46108,Ozone,2022-04-05,38,38,38,35,36,32,28,27,27,26,29,29,31,33,37,41,44,42,44,45,44,42,40,42,
46108,Ozone,2022-04-06,41,39,37,36,35,33,31,32,33,32,33,35,37,41,44,45,46,46,45,40,34,32,30,30,
46108,Ozone,2022-04-07,27,18,25,34,33,24,15,18,23,26,31,36,38,39,40,39,35,34,37,24,27,23,28,30,
46108,Ozone,2022-04-08,26,21,21,17,11,20,13,20,25,27,30,29,29,32,35,36,32,32,35,33,26,25,19,15,
46108,Ozone,2022-04-09,15,13,13,8,9,18,17,19,20,24,22,28,32,32,32,33,33,32,33,32,31,30,29,29,
46108,Ozone,2022-04-10,29,29,29,31,32,33,32,32,33,35,37,36,36,37,37,38,39,39,35,31,29,24,19,13,
46108,Ozone,2022-04-11,5,1,0,9999,1,10,27,31,33,33,34,33,33,35,36,38,38,37,31,24,16,8,3,26,
46108,Ozone,2022-04-12,27,27,34,34,31,31,25,30,34,35,37,43,45,47,48,48,48,44,41,32,32,27,19,12,
46108,Ozone,2022-04-13,8,37,37,42,39,38,35,32,29,32,36,9999,9999,9999,9999,28,26,22,15,11,30,27,28,32,
46108,Ozone,2022-04-14,35,33,29,25,23,19,16,9,26,35,41,39,41,40,41,42,42,42,42,41,40,41,38,33,
46108,Ozone,2022-04-15,29,32,32,28,30,31,29,36,38,40,41,44,42,45,43,42,44,43,42,46,47,42,38,36,
46108,Ozone,2022-04-16,34,28,27,28,29,28,25,25,28,27,20,24,29,29,34,33,33,32,32,32,29,28,30,30,
46108,Ozone,2022-04-17,31,32,31,31,31,31,31,31,31,31,31,31,31,31,32,33,33,31,28,26,20,25,18,14,
46108,Ozone,2022-04-18,13,7,4,9999,1,1,8,25,26,27,30,31,32,33,32,21,20,27,29,29,28,26,22,20,
46108,Ozone,2022-04-19,20,21,21,22,24,24,24,26,26,26,26,27,26,26,27,29,30,30,29,30,29,28,27,27,
46108,Ozone,2022-04-20,27,28,29,29,27,26,26,28,27,29,30,32,32,29,28,27,24,18,25,26,27,29,31,31,
46108,Ozone,2022-04-21,30,30,29,29,28,24,22,17,27,34,36,35,37,37,37,41,43,43,43,41,37,35,35,36,
46108,Ozone,2022-04-22,35,33,31,29,25,21,22,26,28,30,31,28,29,32,34,36,37,35,34,32,29,25,12,9,
46108,Ozone,2022-04-23,10,7,16,25,30,31,33,33,32,31,31,32,34,34,34,35,37,38,36,39,40,39,39,39,
46108,Ozone,2022-04-24,37,40,40,38,37,35,34,33,33,34,35,37,38,39,40,42,43,44,45,44,41,44,44,39,
46108,Ozone,2022-04-25,33,21,17,9999,26,24,19,16,17,32,29,25,27,28,29,28,29,31,28,27,31,28,24,30,
46108,Ozone,2022-04-26,33,31,31,30,27,25,23,24,26,28,30,29,30,29,29,28,29,27,25,23,19,25,24,25,
46108,Ozone,2022-04-27,24,23,22,23,26,27,25,29,31,31,31,30,28,26,23,22,23,23,25,26,24,21,22,21,
46108,Ozone,2022-04-28,21,23,25,24,22,19,19,30,37,40,41,44,45,46,47,47,45,45,43,40,35,33,32,26,
46108,Ozone,2022-04-29,28,32,33,31,25,18,18,24,26,36,36,37,35,40,41,41,40,40,40,34,32,29,27,26,
46108,Ozone,2022-04-30,28,30,27,23,18,16,16,24,35,36,40,42,41,42,44,46,45,44,40,40,33,21,28,41,
46108,Ozone,2022-05-01,40,38,34,37,38,40,39,40,40,40,39,39,40,39,38,39,38,41,41,38,29,33,31,32,
46108,Ozone,2022-05-02,28,22,17,9999,9,10,8,3,13,19,20,21,21,23,25,24,23,22,23,22,20,19,16,9,
46108,Ozone,2022-05-03,6,4,5,5,6,5,5,8,12,22,27,28,28,32,34,36,37,38,37,36,34,31,21,22,
46108,Ozone,2022-05-04,24,27,34,39,30,21,19,19,19,20,25,22,25,28,32,32,30,26,25,26,25,22,22,26,
46108,Ozone,2022-05-05,26,24,23,17,9999,9999,9999,9999,9999,32,33,36,37,37,38,38,37,36,35,31,30,22,15,12,
46108,Ozone,2022-05-06,6,5,5,2,1,4,9,14,22,31,33,37,39,39,40,41,41,40,39,39,38,39,37,37,
46108,Ozone,2022-05-07,41,43,42,41,40,39,36,36,35,36,37,38,39,40,41,43,44,45,45,45,46,43,33,25,
46108,Ozone,2022-05-08,23,15,8,2,1,7,32,38,38,39,41,43,42,44,44,44,44,44,43,42,41,43,39,34,
46108,Ozone,2022-05-09,29,21,14,9999,2,2,3,26,38,42,43,44,43,45,45,45,45,45,45,47,46,47,46,44,
46108,Ozone,2022-05-10,35,27,22,18,10,6,15,36,35,36,40,47,51,56,55,57,57,57,57,55,49,39,37,35,
46108,Ozone,2022-05-11,27,18,7,1,1,2,6,12,21,34,39,47,49,49,58,56,61,62,59,56,45,35,32,24,
46108,Ozone,2022-05-12,19,11,9,7,6,5,6,21,-999,-999,-999,-999,-999,-999,54,53,52,52,51,48,33,27,20,10,
46108,Ozone,2022-05-13,7,3,1,1,1,1,4,25,36,38,37,44,50,50,46,49,52,50,47,47,39,26,21,13,
46108,Ozone,2022-05-14,13,12,7,5,5,4,23,30,25,29,33,30,31,37,38,39,39,39,34,22,16,19,12,10,
46108,Ozone,2022-05-15,6,24,20,9,5,2,7,26,35,27,9999,9999,49,56,61,61,60,60,61,48,35,26,34,34,
46108,Ozone,2022-05-16,38,42,39,9999,38,37,36,37,31,25,27,34,37,40,43,44,44,43,42,35,22,17,28,39,
46108,Ozone,2022-05-17,35,25,22,19,16,14,13,14,15,16,17,17,18,19,19,18,15,15,21,24,23,22,22,20,
46108,Ozone,2022-05-18,18,17,14,10,7,6,7,8,23,27,28,29,31,28,27,29,31,29,27,25,24,28,29,32,
46108,Ozone,2022-05-19,28,26,29,24,22,16,17,17,18,18,16,14,18,43,48,51,53,52,50,41,30,22,24,34,
46108,Ozone,2022-05-20,29,26,18,18,23,20,27,27,24,22,24,29,35,37,41,41,41,41,39,35,19,22,22,15,
46108,Ozone,2022-05-21,17,28,25,29,32,31,29,28,29,35,40,45,37,36,41,45,46,44,42,31,26,24,24,32,
46108,Ozone,2022-05-22,29,26,20,29,34,28,31,29,25,22,27,26,27,31,32,31,33,27,29,28,22,21,19,16,
46108,Ozone,2022-05-23,19,21,21,9999,18,18,20,21,22,24,27,24,20,22,31,34,30,27,23,16,15,11,5,1,
46108,Ozone,2022-05-24,1,3,2,1,0,1,1,11,23,24,27,29,29,28,29,31,32,31,31,30,26,17,13,12,
46108,Ozone,2022-05-25,9999,12,14,23,25,20,21,22,24,25,27,29,30,32,35,35,39,41,42,42,43,41,39,37,
46108,Ozone,2022-05-26,29,17,13,12,9,7,12,16,17,24,29,36,35,35,39,39,38,36,33,30,30,26,20,21,
46108,Ozone,2022-05-27,19,21,22,28,27,19,14,17,19,23,35,33,32,33,41,42,39,43,43,42,33,14,18,18,
46108,Ozone,2022-05-28,13,10,18,18,14,13,9999,14,16,18,26,30,33,34,35,36,38,40,37,33,28,25,24,23,
46108,Ozone,2022-05-29,21,25,22,20,15,11,11,25,36,29,35,40,40,43,44,46,46,42,41,39,33,37,36,29,
46108,Ozone,2022-05-30,20,18,13,9999,10,9,10,16,23,28,46,56,59,61,60,58,58,56,55,54,50,37,34,32,
46108,Ozone,2022-05-31,27,18,24,43,36,31,28,32,37,46,51,50,51,57,59,66,61,55,54,54,50,47,45,44,
46108,Ozone,2022-06-01,41,35,31,32,31,27,23,23,20,25,22,21,29,40,31,28,25,39,31,23,20,29,27,25,
46108,Ozone,2022-06-02,23,21,24,21,20,19,17,19,19,20,25,9999,27,45,39,38,35,36,35,35,31,31,26,22,
46108,Ozone,2022-06-03,18,12,11,13,12,11,14,21,27,34,40,43,48,52,48,51,51,54,53,48,44,42,44,39,
46108,Ozone,2022-06-04,35,30,26,23,21,20,20,22,23,27,30,32,35,38,39,41,43,43,43,42,33,23,17,16,
46108,Ozone,2022-06-05,13,17,15,9,7,6,13,30,41,47,49,52,53,54,53,53,51,49,49,48,43,37,36,30,
46108,Ozone,2022-06-06,28,18,12,9999,8,12,13,21,28,31,35,41,43,43,44,42,33,28,17,19,29,28,35,34,
46108,Ozone,2022-06-07,28,23,17,9,8,7,11,20,25,24,26,26,32,38,36,37,33,30,30,32,33,30,27,25,
46108,Ozone,2022-06-08,23,23,23,22,21,21,22,24,24,27,26,25,29,34,38,38,35,36,31,30,23,13,14,25,
46108,Ozone,2022-06-09,23,22,17,20,20,20,19,25,26,31,33,33,37,36,36,35,35,37,36,37,35,33,30,30,
46108,Ozone,2022-06-10,31,32,29,28,26,26,25,27,29,30,32,33,35,36,36,37,38,38,38,36,24,16,32,31,
46108,Ozone,2022-06-11,25,19,21,16,22,16,16,36,41,44,52,54,53,44,42,49,50,45,40,39,38,45,39,26,
46108,Ozone,2022-06-12,18,31,29,14,10,14,18,25,27,33,37,36,40,41,42,45,45,45,45,40,35,32,30,28,
46108,Ozone,2022-06-13,24,18,18,9999,7,7,9,13,16,23,21,21,30,32,32,33,28,34,25,39,29,24,20,17,
46108,Ozone,2022-06-14,17,10,14,15,20,12,11,17,19,23,26,26,26,26,28,26,27,32,32,32,24,19,16,13,
46108,Ozone,2022-06-15,10,15,12,8,10,11,19,21,22,21,20,32,36,37,37,41,42,41,43,40,35,31,23,15,
46108,Ozone,2022-06-16,12,10,16,7,6,12,10,26,31,41,48,51,46,48,51,55,57,57,58,55,55,52,48,49,
46108,Ozone,2022-06-17,47,42,39,35,33,30,31,33,36,39,40,40,39,39,40,40,40,35,34,30,30,29,25,22,
46108,Ozone,2022-06-18,22,21,24,30,29,28,28,30,32,33,33,34,35,35,34,34,35,36,36,36,35,30,27,25,
46108,Ozone,2022-06-19,24,19,18,20,19,19,26,30,35,38,40,42,44,45,46,46,46,44,39,35,30,28,26,29,
46108,Ozone,2022-06-20,29,30,27,9999,15,12,14,24,25,29,32,33,49,54,56,54,53,52,53,52,48,44,44,42,
46108,Ozone,2022-06-21,39,37,35,28,29,30,24,25,33,35,45,56,74,80,76,75,73,75,80,78,76,75,74,68,
46108,Ozone,2022-06-22,46,52,49,38,31,25,15,33,57,61,62,60,60,59,57,54,51,50,48,49,48,45,36,34,
46108,Ozone,2022-06-23,30,26,25,23,19,17,16,18,20,23,28,32,34,36,38,42,50,38,34,28,23,19,15,18,
46108,Ozone,2022-06-24,18,11,8,7,5,10,13,15,24,31,36,36,45,44,48,54,55,57,55,47,43,37,31,22,
46108,Ozone,2022-06-25,21,16,14,11,9,9,18,29,41,43,54,53,57,61,60,63,63,65,63,60,59,57,45,39,
46108,Ozone,2022-06-26,36,26,20,20,19,14,30,36,34,29,37,52,53,57,60,59,60,61,59,50,47,45,39,44,
46108,Ozone,2022-06-27,36,32,30,9999,26,23,23,27,30,33,33,32,32,31,30,30,28,27,27,26,27,27,26,25,
46108,Ozone,2022-06-28,26,26,26,24,22,21,21,23,25,27,29,35,39,39,45,45,45,44,38,33,35,36,36,34,
46108,Ozone,2022-06-29,38,34,29,25,20,15,14,8,12,21,26,45,47,46,40,52,51,50,50,48,40,26,17,10,
46108,Ozone,2022-06-30,4,2,1,0,0,1,2,9,23,26,41,41,44,46,48,42,42,39,31,26,21,14,11,10,
46108,Ozone,2022-07-01,18,14,15,39,49,46,44,43,45,49,45,32,53,60,65,65,65,64,64,67,61,58,53,46,
46108,Ozone,2022-07-02,36,32,31,25,17,17,23,26,37,39,40,42,44,46,48,48,44,40,38,37,31,22,26,28,
46108,Ozone,2022-07-03,27,23,23,21,22,20,20,20,22,25,28,33,33,34,33,33,36,36,37,37,25,21,18,12,
46108,Ozone,2022-07-04,9,6,3,9999,1,3,5,8,18,24,32,38,43,43,40,42,40,47,45,39,36,30,24,23,
46108,Ozone,2022-07-05,28,26,28,23,26,21,19,11,9,17,24,22,25,25,32,38,41,48,50,48,43,43,46,43,
46108,Ozone,2022-07-06,39,29,27,23,27,23,26,27,25,24,22,25,28,30,33,36,34,36,33,31,24,14,9,13,
46108,Ozone,2022-07-07,11,12,10,9,6,4,7,11,18,26,28,30,31,31,34,37,33,31,28,24,25,26,19,12,
46108,Ozone,2022-07-08,8,3,2,3,1,5,16,17,21,30,21,22,30,45,45,31,30,28,25,22,20,21,21,19,
46108,Ozone,2022-07-09,19,17,17,19,16,12,14,19,21,24,25,28,27,28,30,32,32,33,33,28,20,15,9,5,
46108,Ozone,2022-07-10,4,4,5,6,3,3,6,14,14,25,28,29,29,28,31,34,35,33,31,30,27,22,16,13,
46108,Ozone,2022-07-11,9,5,4,9999,4,3,5,18,32,44,55,60,60,62,66,62,63,65,65,64,53,52,47,46,
46108,Ozone,2022-07-12,45,44,43,40,38,41,39,40,41,40,39,42,42,37,38,36,31,32,34,32,29,23,18,14,
46108,Ozone,2022-07-13,12,12,12,13,9,6,10,16,22,30,16,27,40,38,40,44,43,33,27,29,25,16,8,5,
46108,Ozone,2022-07-14,1,2,3,1,1,3,6,12,16,21,28,31,38,42,47,49,45,46,44,42,29,18,13,13,
46108,Ozone,2022-07-15,11,7,9,7,7,7,9,10,20,26,30,31,36,43,51,50,50,41,39,9999,9999,9999,9999,9999,
46108,Ozone,2022-07-16,9999,9999,9,5,3,3,6,17,31,38,48,50,53,55,56,55,55,53,51,46,43,29,22,17,
46108,Ozone,2022-07-17,13,8,6,4,5,5,8,9999,35,49,54,53,53,55,54,54,53,52,51,50,48,42,39,42,
46108,Ozone,2022-07-18,41,31,29,9999,36,32,27,26,23,23,30,34,36,38,41,43,44,45,37,40,48,48,46,44,
46108,Ozone,2022-07-19,39,41,40,41,35,31,30,35,41,46,49,50,49,45,45,46,48,46,45,43,39,43,45,43,
46108,Ozone,2022-07-20,41,40,41,45,43,37,34,40,46,47,48,53,52,55,55,59,57,53,50,47,49,54,50,44,
46108,Ozone,2022-07-21,39,35,33,30,31,31,29,34,34,35,37,39,39,39,37,33,32,30,31,30,29,32,30,26,
46108,Ozone,2022-07-22,21,15,10,8,5,3,4,10,23,35,36,38,49,54,55,49,43,39,38,36,32,25,25,31,
46108,Ozone,2022-07-23,36,39,38,36,33,30,29,33,41,44,46,48,50,51,55,55,57,57,56,54,51,51,55,53,
46108,Ozone,2022-07-24,52,50,51,44,42,37,32,37,35,37,37,41,45,47,49,49,50,51,51,51,50,41,36,36,
46108,Ozone,2022-07-25,35,28,21,9999,18,17,18,19,24,30,31,32,33,34,34,31,30,30,30,29,25,16,10,6,
46108,Ozone,2022-07-26,7,8,6,6,4,4,6,10,17,24,29,11,17,34,39,41,42,41,42,42,30,18,13,8,
46108,Ozone,2022-07-27,6,2,0,0,0,1,3,4,9,10,24,29,26,35,38,40,40,44,42,43,42,42,36,33,
46108,Ozone,2022-07-28,33,30,27,13,10,17,17,16,23,37,43,42,40,44,45,45,46,46,44,41,36,30,30,28,
46108,Ozone,2022-07-29,26,23,22,19,16,14,17,23,26,31,34,34,34,34,33,32,31,31,29,28,22,15,20,20,
46108,Ozone,2022-07-30,19,17,16,15,14,12,12,16,18,20,21,22,23,25,26,26,27,29,29,28,24,17,10,5,
46108,Ozone,2022-07-31,2,12,14,17,12,10,13,18,24,26,33,37,42,40,36,34,35,35,34,34,37,33,30,20,
46108,Ozone,2022-08-01,16,12,11,9999,8,7,9,20,36,41,46,44,45,46,49,48,50,50,43,38,37,28,20,25,
46108,Ozone,2022-08-02,24,31,28,24,22,21,17,15,14,14,17,22,24,28,28,28,28,30,30,26,23,22,20,15,
46108,Ozone,2022-08-03,9,6,4,1,0,1,1,5,17,19,23,22,26,47,54,54,56,55,47,41,39,35,34,33,
46108,Ozone,2022-08-04,25,33,31,34,31,30,30,31,31,36,38,41,42,43,34,30,21,28,20,11,4,5,4,7,
46108,Ozone,2022-08-05,9,13,14,14,14,12,12,10,9,16,19,28,30,27,32,29,34,32,31,35,35,23,15,10,
46108,Ozone,2022-08-06,10,11,7,4,3,3,9,19,32,37,9999,43,44,41,39,40,40,40,41,38,36,34,33,28,
46108,Ozone,2022-08-07,27,31,30,29,27,29,27,26,30,36,40,41,42,42,46,46,44,42,41,39,35,34,33,32,
46108,Ozone,2022-08-08,30,29,27,9999,25,21,21,27,32,32,36,39,43,48,46,38,36,32,37,42,37,32,21,15,
46108,Ozone,2022-08-09,11,11,12,10,10,20,22,23,21,19,19,18,20,22,25,25,27,26,17,19,18,16,14,10,
46108,Ozone,2022-08-10,7,6,1,1,1,1,4,7,18,30,30,27,35,43,50,52,51,56,50,39,33,31,28,23,
46108,Ozone,2022-08-11,24,29,29,25,24,19,16,16,21,25,25,26,25,24,24,24,25,25,24,23,23,23,19,16,
46108,Ozone,2022-08-12,14,10,9,8,6,3,5,8,18,28,34,36,36,37,37,37,35,33,31,31,30,24,18,12,
46108,Ozone,2022-08-13,7,6,9,11,9,10,14,18,27,32,38,38,34,43,46,47,50,53,54,49,43,33,28,20,
46108,Ozone,2022-08-14,14,8,7,9,7,6,8,22,26,35,40,41,43,44,42,35,33,33,33,32,24,16,16,15,
46108,Ozone,2022-08-15,10,7,6,9999,1,1,4,14,20,33,35,37,36,36,37,38,38,37,37,36,26,22,19,19,
46108,Ozone,2022-08-16,17,15,8,6,3,1,3,9,16,27,35,34,35,30,27,32,29,27,32,30,30,29,18,17,
46108,Ozone,2022-08-17,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,35,27,29,34,32,24,16,3,2,
46108,Ozone,2022-08-18,5,14,13,13,12,7,9,15,25,34,41,43,42,52,55,53,37,32,22,21,21,11,5,3,
46108,Ozone,2022-08-19,4,4,5,3,1,2,2,6,28,37,32,45,46,45,46,47,48,52,53,48,39,27,25,16,
46108,Ozone,2022-08-20,11,7,2,1,1,2,10,24,43,50,45,53,58,62,61,60,59,58,56,49,40,32,19,16,
46108,Ozone,2022-08-21,33,34,41,33,21,22,24,15,21,39,43,37,40,42,43,43,39,38,37,41,37,23,16,19,
46108,Ozone,2022-08-22,17,20,20,9999,16,16,12,13,17,13,17,24,36,47,48,50,52,49,37,29,26,28,25,24,
46108,Ozone,2022-08-23,23,22,18,15,13,11,10,11,18,22,26,30,31,31,34,34,31,29,26,19,18,13,15,15,
46108,Ozone,2022-08-24,13,11,15,14,12,9,8,13,18,26,30,31,33,34,36,36,36,33,29,20,16,13,12,6,
46108,Ozone,2022-08-25,5,5,6,5,3,1,2,3,6,12,13,17,18,19,19,24,28,25,15,18,21,18,10,7,
46108,Ozone,2022-08-26,20,24,20,11,5,0,3,12,17,25,33,38,34,35,33,27,23,21,20,21,19,17,15,12,
46108,Ozone,2022-08-27,11,8,3,2,4,2,4,12,19,24,27,30,32,31,33,35,33,31,29,22,14,11,8,5,
46108,Ozone,2022-08-28,4,4,5,4,1,1,2,6,19,25,27,30,32,33,35,35,34,35,35,29,18,12,7,5,
46108,Ozone,2022-08-29,2,2,1,9999,0,0,1,9,31,38,41,43,44,46,45,44,44,44,44,42,37,45,45,40,
46108,Ozone,2022-08-30,37,36,35,34,33,31,31,28,26,24,19,19,21,26,31,37,38,40,36,29,25,24,23,21,
46108,Ozone,2022-08-31,21,18,16,15,12,10,11,14,18,23,26,28,28,28,28,29,30,30,29,27,25,24,23,25,
46108,Ozone,2022-09-01,27,27,27,24,20,13,12,13,17,21,22,22,23,27,29,30,32,33,29,20,8,4,1,1,
46108,Ozone,2022-09-02,1,3,2,0,0,0,1,6,23,30,35,38,35,31,25,30,43,42,35,33,29,20,14,10,
46108,Ozone,2022-09-03,3,4,2,0,0,0,1,8,27,34,40,44,42,49,49,52,51,51,47,46,39,42,44,41,
46108,Ozone,2022-09-04,36,20,17,15,14,12,9,9,9,10,9,11,11,12,13,13,11,10,8,10,10,10,13,10,
46108,Ozone,2022-09-05,9,8,8,9999,10,10,10,10,10,11,13,16,17,17,18,19,18,18,18,18,16,17,17,15,
46108,Ozone,2022-09-06,16,17,17,15,12,3,4,10,16,20,23,27,27,31,32,31,26,28,20,15,9,3,1,0,
46108,Ozone,2022-09-07,1,2,4,4,9,5,4,9,11,13,21,24,25,24,26,27,25,19,8,3,1,1,0,0,
46108,Ozone,2022-09-08,4,10,7,8,5,3,3,5,12,28,27,28,28,38,42,43,37,39,30,21,10,4,10,8,
46108,Ozone,2022-09-09,9,7,4,4,1,0,1,3,9,25,31,33,33,37,42,44,46,42,35,30,22,14,9,7,
46108,Ozone,2022-09-10,5,4,1,1,1,0,1,3,16,31,38,43,47,46,49,50,50,49,44,40,27,16,13,8,
46108,Ozone,2022-09-11,13,12,14,7,5,3,2,3,11,24,26,26,24,31,34,34,34,34,36,35,37,33,25,21,
46108,Ozone,2022-09-12,18,17,15,9999,14,13,12,10,10,8,8,11,15,23,30,36,39,40,38,33,32,30,26,24,
46108,Ozone,2022-09-13,19,21,15,6,7,2,3,6,11,12,22,22,30,36,36,38,33,29,36,31,20,21,23,24,
46108,Ozone,2022-09-14,22,27,28,24,23,22,21,21,23,26,29,9999,9999,9999,26,25,22,21,22,22,22,21,18,11,
46108,Ozone,2022-09-15,11,6,4,4,5,1,2,5,11,14,18,20,22,25,23,26,27,25,23,16,8,9,9,12,
46108,Ozone,2022-09-16,7,5,10,8,5,2,6,13,17,9999,9999,9999,9999,9999,9999,9999,9999,24,25,24,27,25,24,24,
46108,Ozone,2022-09-17,23,23,27,29,29,28,29,27,25,28,30,29,32,40,42,46,43,39,34,24,15,6,9,8,
46108,Ozone,2022-09-18,7,35,23,30,29,30,29,29,32,37,44,50,51,46,41,48,50,51,47,47,46,45,43,42,
46108,Ozone,2022-09-19,40,37,34,9999,32,30,26,22,20,20,29,37,41,39,38,38,36,33,30,28,26,25,22,21,
